accommodates,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,price
2,1,Real Bed,1,1,1,moderate,3,t,f,1,f,1125,1,House,10,10,10,100,10,Entire home/apt,$100.00 
5,1,Real Bed,2,2,2,strict,5,t,f,2,f,1125,1,House,10,10,10,100,10,Entire home/apt,$90.00 
6,2.5,Real Bed,3,3,2,moderate,1,t,f,2,f,1125,2,House,10,10,10,100,10,Entire home/apt,$495.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,3,House,10,10,10,100,10,Private room,$94.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$160.00 
2,1,Real Bed,1,1,1,strict,1,t,t,1,f,14,29,House,10,10,10,97,9,Private room,$79.00 
4,1,Real Bed,1,2,1,flexible,4,t,t,1,f,1125,10,Apartment,10,10,10,100,10,Entire home/apt,$156.00 
6,2,Real Bed,3,3,1,strict,1,t,f,1,f,7,0,House,,,,,,Entire home/apt,$600.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,15,0,Apartment,,,,,,Entire home/apt,$180.00 
3,1,Real Bed,1,1,1,strict,1,t,f,1,f,4,0,Apartment,,,,,,Entire home/apt,$300.00 
10,3,Real Bed,4,4,2,strict,1,t,f,301,f,1125,0,House,,,,,,Entire home/apt,$300.00 
4,1,Real Bed,2,2,1,strict,1,t,f,1,f,7,2,House,10,10,9,100,7,Entire home/apt,$230.00 
6,1,Real Bed,2,3,17,strict,2,t,f,21,f,1125,24,House,10,10,10,97,9,Entire home/apt,$185.00 
4,1,Real Bed,1,2,1,strict,1,t,f,1,f,31,12,Apartment,9,10,10,95,9,Entire home/apt,$115.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,10,3,House,10,10,9,100,9,Entire home/apt,$150.00 
4,1,Real Bed,2,1,1,strict,4,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$125.00 
2,1,Real Bed,1,1,1,moderate,2,t,f,1,f,1125,3,House,10,10,9,100,9,Entire home/apt,$217.00 
4,1,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$200.00 
3,1,Real Bed,1,1,1,strict,2,t,t,1,f,1125,38,Apartment,10,10,10,99,10,Entire home/apt,$95.00 
3,1,Real Bed,0,1,1,moderate,2,t,t,1,f,180,57,Loft,10,10,10,99,10,Entire home/apt,$89.00 
8,2,Real Bed,3,5,9,strict,1,t,t,12,f,1125,17,House,10,10,10,99,10,Entire home/apt,$295.00 
3,1,Real Bed,1,1,1,moderate,3,t,t,1,f,90,61,House,10,10,10,98,9,Entire home/apt,$175.00 
4,1,Real Bed,1,1,1,flexible,2,t,t,1,t,180,76,House,10,10,10,97,10,Entire home/apt,$101.00 
4,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$300.00 
4,2,Real Bed,3,3,1,strict,1,t,f,1,f,1125,3,House,10,10,10,100,10,Entire home/apt,$165.00 
4,1,Real Bed,1,1,2,moderate,1,t,t,2,f,1125,16,House,10,10,10,100,10,Entire home/apt,$130.00 
4,1,Real Bed,2,2,1,moderate,4,t,t,2,f,1125,0,House,,,,,,Entire home/apt,$125.00 
4,1,Real Bed,2,2,1,moderate,5,t,f,1,f,1125,1,House,10,10,10,100,10,Entire home/apt,$200.00 
2,1,Real Bed,0,1,1,moderate,1,t,t,1,f,1125,61,House,10,10,10,96,9,Entire home/apt,$83.00 
3,1,Real Bed,0,1,1,flexible,1,t,f,1,f,1125,6,Apartment,10,10,9,93,9,Entire home/apt,$65.00 
2,1,Real Bed,0,1,3,flexible,1,t,f,3,f,1125,8,Apartment,10,10,9,100,10,Entire home/apt,$109.00 
2,1.5,Real Bed,1,1,1,moderate,2,t,t,1,f,14,181,House,10,10,10,97,10,Entire home/apt,$119.00 
4,1,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$300.00 
8,2.5,Real Bed,3,5,1,flexible,8,t,f,1,f,1125,2,House,10,10,10,100,10,Entire home/apt,$280.00 
6,1,Real Bed,2,2,1,strict,2,t,f,1,f,9,0,Apartment,,,,,,Entire home/apt,$250.00 
10,2.5,Real Bed,4,6,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$800.00 
2,1,Real Bed,0,2,2,flexible,1,t,f,2,f,1125,6,Bungalow,10,10,10,97,10,Entire home/apt,$125.00 
2,1,Real Bed,1,2,1,moderate,1,t,f,1,f,30,3,Apartment,9,10,10,80,8,Entire home/apt,$29.00 
4,1,Real Bed,1,2,1,moderate,0,t,f,1,f,21,2,Apartment,10,10,10,100,10,Entire home/apt,$161.00 
3,1,Real Bed,0,2,2,moderate,0,t,f,2,f,1125,2,Apartment,10,10,10,90,10,Entire home/apt,$175.00 
3,1,Real Bed,1,2,1,strict,3,t,f,1,f,1125,18,Apartment,10,10,9,86,8,Entire home/apt,$85.00 
3,1,Real Bed,1,1,1,flexible,1,t,f,1,f,21,0,House,,,,,,Entire home/apt,$150.00 
6,2,Real Bed,3,3,1,moderate,6,t,f,1,f,14,1,House,10,10,10,100,10,Entire home/apt,$599.00 
8,3,Real Bed,3,4,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,"$1,500.00 "
10,4,Real Bed,6,6,1,moderate,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$750.00 
7,3,Real Bed,4,4,2,strict,1,t,t,2,f,14,1,House,10,10,10,100,10,Entire home/apt,$450.00 
5,1,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$500.00 
2,1,Real Bed,0,1,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,8,100,8,Entire home/apt,$125.00 
2,1,Real Bed,0,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$125.00 
12,3,Real Bed,4,7,1,flexible,7,t,f,3,f,1125,1,House,10,10,8,100,8,Entire home/apt,$325.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,21,1,House,10,10,10,60,4,Entire home/apt,$156.00 
5,1,Real Bed,2,2,1,moderate,5,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$270.00 
3,1.5,Real Bed,1,1,1,moderate,1,t,f,1,f,365,11,Apartment,10,10,9,90,9,Entire home/apt,$100.00 
6,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$300.00 
3,1,Real Bed,1,2,1,moderate,2,t,f,1,f,1125,18,Loft,10,10,10,96,10,Entire home/apt,$75.00 
4,1,Real Bed,1,2,1,flexible,4,t,f,1,f,7,1,Apartment,10,10,10,100,10,Entire home/apt,$249.00 
8,1,Real Bed,2,3,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$775.00 
6,2.5,Real Bed,3,3,1,moderate,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$220.00 
4,1,Real Bed,1,1,1,flexible,1,t,f,1,t,1125,4,Apartment,10,10,9,100,9,Entire home/apt,$119.00 
8,2.5,Real Bed,3,4,1,moderate,6,t,f,1,f,1125,0,House,,,,,,Entire home/apt,"$1,200.00 "
4,1,Real Bed,1,2,7,super_strict_30,4,t,t,7,f,365,30,House,10,10,10,98,9,Entire home/apt,$119.00 
2,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$70.00 
2,1,Real Bed,1,1,1,flexible,2,t,f,1,f,1125,1,House,8,8,6,80,10,Private room,$60.00 
4,1,Real Bed,1,2,1,moderate,2,t,f,1,f,1125,36,House,10,10,9,95,9,Entire home/apt,$99.00 
1,1,Futon,1,1,2,flexible,1,t,f,2,f,3,0,Apartment,,,,,,Shared room,$55.00 
2,1,Real Bed,1,1,1,flexible,1,t,t,1,f,1125,53,House,10,10,10,98,10,Private room,$59.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$34.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$200.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,6,House,10,10,10,96,9,Private room,$65.00 
2,1,Real Bed,1,1,2,moderate,1,t,t,2,f,14,94,House,10,10,9,97,10,Private room,$60.00 
2,1,Futon,1,1,1,flexible,1,t,f,1,f,1125,2,Apartment,10,10,10,100,10,Shared room,$75.00 
4,1,Real Bed,2,2,7,super_strict_30,4,t,t,7,f,365,11,Apartment,10,10,10,100,10,Entire home/apt,$159.00 
4,2,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Private room,$500.00 
2,1,Real Bed,0,1,3,flexible,0,t,f,3,f,1125,8,Apartment,10,10,10,95,10,Entire home/apt,$109.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,8,House,10,10,10,90,9,Private room,$50.00 
2,2,Real Bed,1,3,2,strict,1,t,t,2,f,365,28,House,10,10,10,99,10,Private room,$120.00 
4,1,Real Bed,2,2,7,super_strict_30,4,t,t,7,f,365,15,House,10,10,10,99,9,Entire home/apt,$159.00 
4,1,Real Bed,1,2,4,strict,1,t,t,4,f,365,7,Apartment,9,10,9,94,9,Entire home/apt,$113.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$250.00 
6,1,Real Bed,2,2,1,strict,1,t,f,1,t,1125,7,Apartment,10,10,9,86,9,Entire home/apt,$69.00 
11,3,Real Bed,4,6,2,moderate,6,t,f,2,t,35,7,House,10,10,9,97,10,Entire home/apt,$350.00 
5,1,Real Bed,2,2,2,flexible,1,t,f,2,f,1125,0,Apartment,,,,,,Entire home/apt,$200.00 
8,3,Real Bed,3,5,7,strict,1,t,f,339,f,165,10,House,10,9,10,96,10,Entire home/apt,$249.00 
3,1,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,8,100,8,Entire home/apt,$200.00 
2,1,Real Bed,1,1,7,super_strict_30,2,t,t,7,f,365,13,House,10,10,10,98,10,Entire home/apt,$108.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Private room,$200.00 
2,1,Real Bed,1,1,1,strict,1,t,t,32,f,1125,0,House,,,,,,Private room,$50.00 
3,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,4,Apartment,10,10,10,100,10,Entire home/apt,$103.00 
2,2,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,3,House,10,10,9,93,9,Private room,$90.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,4,House,10,10,9,100,10,Private room,$62.00 
6,2,Real Bed,3,3,1,strict,1,t,f,1,f,90,5,House,10,10,10,96,10,Entire home/apt,$365.00 
4,1,Real Bed,2,3,7,strict,1,t,f,339,f,165,3,House,8,9,9,80,8,Entire home/apt,$199.00 
3,1,Real Bed,1,2,1,moderate,1,t,f,1,f,1125,0,House,,,,,,Private room,$75.00 
2,1,Real Bed,1,1,2,flexible,1,t,f,2,f,1125,0,House,,,,,,Private room,$55.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,10,0,Apartment,,,,,,Entire home/apt,$60.00 
2,1,Real Bed,1,1,1,strict,2,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$200.00 
6,2,Real Bed,2,3,2,strict,4,t,t,2,f,1125,8,House,10,10,10,98,9,Entire home/apt,$225.00 
6,3,Real Bed,3,3,2,strict,1,t,f,301,f,1125,1,House,10,10,10,100,10,Entire home/apt,$599.00 
10,3,Real Bed,4,6,1,flexible,10,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$450.00 
2,1,Real Bed,0,1,1,strict,1,t,f,1,f,1125,4,Apartment,10,10,8,95,8,Entire home/apt,$100.00 
10,2,Real Bed,3,6,2,strict,8,t,f,2,f,1125,2,House,10,10,8,100,7,Entire home/apt,$449.00 
5,1,Real Bed,3,3,1,strict,1,t,f,1,f,7,4,House,10,10,10,95,10,Entire home/apt,$109.00 
2,1,Real Bed,1,1,2,flexible,1,t,f,2,f,1125,0,Apartment,,,,,,Private room,$150.00 
3,1,Real Bed,0,2,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$110.00 
2,1,Real Bed,0,1,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$85.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,2,Other,10,10,9,100,10,Entire home/apt,$125.00 
5,2,Real Bed,2,2,1,strict,1,t,t,1,f,65,15,House,10,10,9,97,9,Entire home/apt,$269.00 
8,2,Real Bed,3,3,1,strict,1,t,f,1,f,14,0,House,,,,,,Entire home/apt,$500.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,5,0,Apartment,,,,,,Entire home/apt,$350.00 
4,1,Real Bed,2,3,7,super_strict_30,4,t,t,7,f,365,20,House,10,10,10,97,10,Entire home/apt,$139.00 
1,1,Real Bed,1,1,2,flexible,1,t,f,2,f,1125,23,Apartment,10,10,9,94,10,Shared room,$30.00 
4,2,Real Bed,2,2,2,moderate,4,t,t,2,f,4,0,House,,,,,,Entire home/apt,$299.00 
4,1,Real Bed,2,2,1,flexible,2,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$750.00 
4,2,Real Bed,1,3,2,strict,1,t,t,2,f,365,6,House,10,10,10,97,10,Private room,$52.00 
2,1,Real Bed,1,1,2,strict,1,t,t,2,f,30,26,House,10,10,10,98,10,Private room,$45.00 
2,1,Real Bed,1,1,1,strict,1,t,t,32,f,1125,0,House,,,,,,Private room,$35.00 
10,3,Real Bed,4,5,11,strict,1,t,f,14,f,1125,3,House,8,9,9,90,9,Entire home/apt,$448.00 
2,1,Real Bed,1,2,1,flexible,1,t,f,1,t,1125,0,Apartment,,,,,,Private room,$55.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,35,Apartment,10,10,9,94,10,Private room,$30.00 
2,1,Real Bed,1,1,7,super_strict_30,4,t,t,7,f,365,14,Apartment,10,10,10,97,9,Entire home/apt,$119.00 
5,2,Real Bed,2,2,1,moderate,1,t,f,1,f,4,0,Apartment,,,,,,Entire home/apt,$349.00 
6,1.5,Real Bed,2,3,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$500.00 
6,1,Real Bed,3,3,1,strict,6,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$375.00 
2,1,Real Bed,0,1,1,flexible,1,t,f,1,f,48,5,Apartment,10,10,9,100,10,Entire home/apt,$52.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,7,3,Apartment,10,10,9,100,9,Entire home/apt,$100.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,1,House,10,10,10,80,10,Private room,$75.00 
10,2,Real Bed,3,6,2,strict,4,t,t,2,f,30,14,House,10,10,10,91,9,Entire home/apt,$400.00 
4,1,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$400.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Private room,$45.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Private room,$90.00 
6,3.5,Real Bed,3,3,1,strict,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$390.00 
5,,Real Bed,1,,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Shared room,$600.00 
4,1,Real Bed,1,1,1,moderate,2,t,t,1,t,1000,16,Apartment,10,10,10,100,10,Entire home/apt,$79.00 
4,2,Real Bed,2,2,1,flexible,4,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$415.00 
2,1,Real Bed,1,1,1,moderate,2,t,f,1,f,31,25,House,10,10,10,94,9,Entire home/apt,$120.00 
2,1,Real Bed,1,1,2,flexible,1,t,f,2,f,1125,0,House,,,,,,Private room,$120.00 
3,1,Real Bed,1,1,1,flexible,3,t,f,1,f,1125,5,House,10,10,10,100,10,Entire home/apt,$53.00 
1,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,4,House,9,9,9,93,9,Private room,$50.00 
5,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$250.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Private room,$125.00 
2,1,Real Bed,1,1,2,flexible,1,t,f,2,t,1125,3,House,10,10,10,100,10,Private room,$72.00 
5,1,Real Bed,2,1,1,moderate,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$399.00 
2,1,Real Bed,0,2,1,strict,2,t,t,1,f,1125,47,Apartment,10,10,10,99,10,Entire home/apt,$120.00 
7,3,Real Bed,4,4,1,strict,6,t,f,1,f,1125,4,House,10,10,9,100,9,Entire home/apt,$350.00 
3,1,Real Bed,0,2,1,strict,2,t,f,1,f,1125,19,Apartment,10,10,9,96,9,Entire home/apt,$105.00 
4,1,Real Bed,1,1,1,moderate,2,t,f,1,f,1125,2,Apartment,10,10,8,100,8,Entire home/apt,$115.00 
2,1,Real Bed,1,1,1,flexible,1,t,t,1,f,1125,68,Cabin,10,10,10,98,9,Private room,$100.00 
6,3,Real Bed,4,4,1,strict,1,t,f,1,t,1125,0,House,,,,,,Entire home/apt,"$1,500.00 "
2,1,Real Bed,1,1,1,flexible,1,t,f,1,t,1125,2,Apartment,7,9,9,90,8,Private room,$80.00 
2,1,Pull-out Sofa,1,1,1,flexible,1,t,f,1,f,3,0,Apartment,,,,,,Shared room,$40.00 
5,2,Real Bed,2,2,2,flexible,1,t,f,2,f,1125,0,House,,,,,,Entire home/apt,$250.00 
4,2,Real Bed,2,2,11,strict,1,t,f,14,f,1125,1,House,10,10,8,80,8,Entire home/apt,$295.00 
6,1,Real Bed,2,3,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$425.00 
5,2.5,Real Bed,2,3,1,moderate,2,t,f,1,f,1125,3,House,10,10,9,100,9,Entire home/apt,$250.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,3,House,7,8,9,73,7,Private room,$60.00 
2,1,Real Bed,1,1,1,flexible,1,t,t,1,f,1125,16,House,10,10,9,99,10,Private room,$75.00 
2,1,Real Bed,1,2,1,strict,1,t,t,32,f,1125,0,House,,,,,,Private room,$30.00 
2,1,Futon,0,1,1,strict,2,t,f,1,f,14,21,House,10,10,9,93,10,Entire home/apt,$85.00 
2,1,Real Bed,1,1,1,moderate,2,t,f,1,f,14,2,House,10,10,10,100,10,Private room,$88.00 
2,1,Airbed,1,1,1,strict,1,t,f,1,f,4,3,Apartment,10,10,10,100,10,Shared room,$40.00 
4,1,Real Bed,2,2,1,strict,4,t,f,1,f,11,0,House,,,,,,Entire home/apt,$350.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Private room,$200.00 
3,1,Real Bed,1,1,1,strict,2,t,t,1,f,14,24,House,10,10,9,99,9,Entire home/apt,$135.00 
2,1,Real Bed,1,1,1,flexible,2,t,f,1,f,30,39,Cabin,9,9,9,82,8,Entire home/apt,$108.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$350.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,8,100,6,Entire home/apt,$200.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Private room,$50.00 
4,1,Real Bed,2,2,1,strict,4,t,t,1,f,60,66,House,10,10,9,99,10,Entire home/apt,$179.00 
2,1,Real Bed,0,1,1,moderate,1,t,f,1,f,14,0,Apartment,,,,,,Entire home/apt,$375.00 
4,1.5,Real Bed,2,2,1,moderate,1,t,f,1,f,3,2,House,10,10,8,91,8,Entire home/apt,$300.00 
3,1,Real Bed,1,2,1,strict,1,t,t,1,f,1125,9,Apartment,10,10,10,100,10,Entire home/apt,$126.00 
2,3.5,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,10,House,10,10,10,100,9,Private room,$75.00 
2,1,Real Bed,1,1,1,moderate,2,t,f,1,f,14,0,Apartment,,,,,,Entire home/apt,$225.00 
4,1,Real Bed,2,2,1,flexible,3,t,f,1,f,7,1,House,10,10,10,100,10,Entire home/apt,$156.00 
2,1,Real Bed,1,1,2,flexible,1,t,f,2,f,1125,11,House,10,9,9,98,10,Private room,$80.00 
4,1.5,Real Bed,2,2,1,moderate,2,t,f,1,f,1125,2,House,10,10,10,100,10,Entire home/apt,$100.00 
2,1,Real Bed,0,1,1,moderate,1,t,f,1,f,1125,1,Bungalow,10,10,10,100,10,Entire home/apt,$99.00 
2,1,Airbed,0,1,1,strict,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$125.00 
1,1,Couch,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Shared room,$95.00 
2,1,Real Bed,1,1,2,flexible,1,t,t,2,f,1125,0,House,,,,,,Private room,$40.00 
3,1,Real Bed,1,3,1,strict,1,t,f,1,t,1125,18,House,10,10,9,96,10,Entire home/apt,$75.00 
2,1,Real Bed,0,1,7,strict,1,t,f,339,f,165,7,Apartment,10,10,10,93,9,Entire home/apt,$149.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,8,Apartment,10,10,10,97,8,Entire home/apt,$61.00 
4,1,Real Bed,1,1,1,flexible,1,t,f,1,f,7,0,House,,,,,,Private room,$100.00 
2,1,Real Bed,1,2,1,moderate,1,t,t,32,f,1125,0,House,,,,,,Private room,$40.00 
2,1,Real Bed,1,2,1,strict,1,t,t,32,f,1125,0,House,,,,,,Private room,$42.00 
4,1,Real Bed,2,2,2,flexible,1,t,f,2,f,1125,0,Apartment,,,,,,Entire home/apt,$85.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$200.00 
2,1,Real Bed,0,1,1,flexible,1,t,f,1,f,6,0,Apartment,,,,,,Entire home/apt,$99.00 
4,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$300.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,3,0,Apartment,,,,,,Private room,$200.00 
2,1,Real Bed,1,1,1,moderate,2,t,t,1,f,1125,32,Apartment,10,10,10,99,10,Entire home/apt,$107.00 
4,1,Real Bed,1,1,1,moderate,2,t,f,1,t,1125,11,House,10,10,10,98,10,Entire home/apt,$79.00 
9,1,Real Bed,3,4,1,strict,4,t,t,1,f,1125,14,House,10,10,10,99,10,Entire home/apt,$155.00 
1,1,Real Bed,1,1,1,moderate,1,t,f,1,f,365,3,Apartment,10,10,10,100,10,Private room,$45.00 
6,1,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$180.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,t,1125,3,Apartment,10,10,10,93,9,Private room,$119.00 
4,1,Real Bed,2,2,7,super_strict_30,4,t,t,7,f,365,13,House,10,10,10,97,10,Entire home/apt,$119.00 
2,1,Real Bed,0,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$200.00 
5,1,Real Bed,2,3,1,moderate,4,t,f,1,f,1125,5,House,10,10,9,90,9,Entire home/apt,$217.00 
2,1,Real Bed,1,1,2,flexible,1,t,f,2,f,4,0,House,,,,,,Private room,$70.00 
2,2,Real Bed,1,2,1,strict,2,t,f,1,f,7,1,House,10,10,10,100,10,Private room,$144.00 
4,1,Real Bed,2,2,4,strict,4,t,f,4,t,1125,5,Apartment,9,8,9,84,8,Entire home/apt,$169.00 
8,2,Real Bed,4,3,1,strict,6,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$500.00 
4,1,Real Bed,1,1,1,moderate,2,t,t,1,f,30,172,Apartment,10,10,10,97,10,Entire home/apt,$89.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$49.00 
3,1,Real Bed,2,2,1,flexible,1,t,t,1,f,1125,25,House,10,10,10,99,10,Entire home/apt,$115.00 
5,1,Real Bed,2,2,2,flexible,1,t,f,2,f,62,10,House,10,10,10,100,10,Entire home/apt,$150.00 
4,1,Real Bed,0,1,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$150.00 
6,2,Real Bed,2,4,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$480.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,0,House,,,,,,Private room,$100.00 
1,1,Real Bed,1,1,1,flexible,1,t,f,1,f,14,1,House,10,10,8,80,8,Private room,$45.00 
3,1,Real Bed,1,1,1,flexible,2,t,f,1,f,3,7,Apartment,10,10,10,96,10,Entire home/apt,$80.00 
3,1,Real Bed,2,2,1,strict,1,t,t,1,f,14,34,Apartment,10,10,10,96,9,Entire home/apt,$135.00 
8,4,Real Bed,5,7,1,flexible,1,t,f,1,f,45,0,House,,,,,,Entire home/apt,$464.00 
7,1,Real Bed,1,4,4,strict,6,t,t,5,f,1125,3,House,10,10,10,100,10,Entire home/apt,$250.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,9,House,10,10,9,100,10,Private room,$40.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,2,t,1125,0,House,,,,,,Private room,$95.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,14,1,House,10,10,10,100,10,Private room,$85.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,3,f,1125,3,House,10,10,10,100,10,Private room,$42.00 
10,3,Real Bed,5,6,2,strict,15,t,f,2,f,1125,0,Other,,,,,,Entire home/apt,$900.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,14,0,Other,,,,,,Private room,$100.00 
7,2,Real Bed,3,3,1,flexible,1,t,f,3,f,1125,9,House,10,10,9,98,10,Entire home/apt,$163.00 
1,1,Real Bed,1,1,1,flexible,1,t,f,1,t,1125,0,House,,,,,,Private room,$100.00 
10,2,Real Bed,3,2,1,moderate,8,t,f,1,f,6,3,House,10,10,8,80,9,Entire home/apt,$350.00 
6,2.5,Real Bed,3,3,1,moderate,1,t,f,1,f,7,0,House,,,,,,Entire home/apt,$900.00 
6,2,Real Bed,3,2,1,moderate,1,t,f,1,f,1125,2,House,8,10,4,60,6,Entire home/apt,$300.00 
10,2,Real Bed,3,3,1,flexible,1,t,f,2,f,10,1,House,10,10,10,100,10,Entire home/apt,$399.00 
6,2,Real Bed,4,4,1,strict,6,t,f,1,t,1125,5,House,10,10,10,100,10,Entire home/apt,$345.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,2,f,60,8,House,9,9,9,90,9,Private room,$75.00 
4,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$209.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,2,House,10,10,10,100,10,Private room,$150.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Private room,$200.00 
7,2,Real Bed,3,4,7,strict,1,t,f,339,f,180,1,House,10,10,10,100,8,Entire home/apt,$160.00 
2,1,Real Bed,1,1,1,flexible,2,t,f,1,f,7,0,House,,,,,,Private room,$45.00 
2,1.5,Real Bed,1,1,1,flexible,1,t,f,1,f,30,0,Condominium,,,,,,Private room,$55.00 
